YEAR ,ROUND ,SEED 1,TEAM 1,SCORE 2,SEED 2,TEAM 2,SCORE ,Upset,Upset Val,W_Team,W_Seed,L_Seed,W_Score,L_Score,Difference,LowerSeed,HigherSeed
2017,Sweet 16,11,Xavier,73,2,Arizona,71,Upset,1,Xavier,11,2,73,71,2,2,11
1986,First Round,6,Alabama-Birmingham,66,11,Missouri,64,Not Upset,0,Alabama-Birmingham,6,11,66,64,2,6,11
2014,Second Round,11,Dayton,55,3,Syracuse,53,Upset,1,Dayton,11,3,55,53,2,3,11
1986,First Round,7,Iowa State,81,10,Miami (Ohio),79,Not Upset,0,Iowa State,7,10,81,79,2,7,10
2002,Second Round,11,Southern Illinois,77,3,Georgia,75,Upset,1,Southern Illinois,11,3,77,75,2,3,11
1986,First Round,5,Michigan State,72,12,Washington,70,Not Upset,0,Michigan State,5,12,72,70,2,5,12
1986,First Round,6,North Carolina State,66,11,Iowa,64,Not Upset,0,North Carolina State,6,11,66,64,2,6,11
1990,Sweet 16,11,Loyola Marymount,62,7,Alabama,60,Upset,1,Loyola Marymount,11,7,62,60,2,7,11
1986,Second Round,11,LSU,83,3,Memphis,81,Upset,1,LSU,11,3,83,81,2,3,11
1985,Second Round,11,Auburn,66,3,Kansas,64,Upset,1,Auburn,11,3,66,64,2,3,11
1985,First Round,7,Alabama-Birmingham,70,10,Michigan State,68,Not Upset,0,Alabama-Birmingham,7,10,70,68,2,7,10
1985,Sweet 16,11,Boston College,57,2,Memphis,59,Not Upset,0,Memphis,2,11,59,57,2,2,11
2013,Second Round,12,Mississippi,74,13,La Salle,76,Upset,1,La Salle,13,12,76,74,2,12,13
1985,Second Round,7,Notre Dame,58,2,North Carolina,60,Not Upset,0,North Carolina,2,7,60,58,2,2,7
1985,Sweet 16,1,Oklahoma,86,5,Louisiana Tech,84,Not Upset,0,Oklahoma,1,5,86,84,2,1,5
1994,Second Round,12,Tulsa,82,4,Oklahoma State,80,Upset,1,Tulsa,12,4,82,80,2,4,12
1990,Second Round,12,Ball State,62,4,Louisville,60,Upset,1,Ball State,12,4,62,60,2,4,12
1985,First Round,8,Villanova,51,9,Dayton,49,Not Upset,0,Villanova,8,9,51,49,2,8,9
2019,Elite Eight,1,Duke,67,2,Michigan State,68,Upset,1,Michigan State,2,1,68,67,1,1,2
2019,First Round,5,Auburn,78,12,New Mexico State,77,Not Upset,0,Auburn,5,12,78,77,1,5,12
2019,Second Round,1,Duke,77,9,Central Florida,76,Not Upset,0,Duke,1,9,77,76,1,1,9
2014,Elite Eight,1,Arizona,63,2,Wisconsin,64,Upset,1,Wisconsin,2,1,64,63,1,1,2
2019,Final Four,1,Virginia,63,4,Auburn,62,Not Upset,0,Virginia,1,4,63,62,1,1,4
2011,Second Round,1,Pittsburgh,70,8,Butler,71,Upset,1,Butler,8,1,71,70,1,1,8
2018,Second Round,6,Houston,63,3,Michigan,64,Not Upset,0,Michigan,3,6,64,63,1,3,6
2004,Final Four,1,Duke,78,2,Connecticut,79,Upset,1,Connecticut,2,1,79,78,1,1,2
2004,Second Round,1,Kentucky,75,9,Alabama-Birmingham,76,Upset,1,Alabama-Birmingham,9,1,76,75,1,1,9
2002,Sweet 16,1,Duke,73,5,Indiana,74,Upset,1,Indiana,5,1,74,73,1,1,5
2017,First Round,7,Michigan,92,10,Oklahoma State,91,Not Upset,0,Michigan,7,10,92,91,1,7,10
2017,Play-In,16,Mount St. Mary's,67,16,New Orleans,66,Not Upset,0,Mount St. Mary's,16,16,67,66,1,16,16
2017,Final Four,3,Oregon,76,1,North Carolina,77,Not Upset,0,North Carolina,1,3,77,76,1,1,3
2017,Sweet 16,3,Oregon,69,7,Michigan,68,Not Upset,0,Oregon,3,7,69,68,1,3,7
2017,Sweet 16,8,Wisconsin,83,4,Florida,84,Not Upset,0,Florida,4,8,84,83,1,4,8
2016,Second Round,6,Notre Dame,76,14,Stephen F. Austin,75,Not Upset,0,Notre Dame,6,14,76,75,1,6,14
2015,First Round,8,Cincinnati,66,9,Purdue,65,Not Upset,0,Cincinnati,8,9,66,65,1,8,9
2015,Play-In,11,Dayton,56,11,Boise State,55,Not Upset,0,Dayton,11,11,56,55,1,11,11
1990,Elite Eight,1,Connecticut,78,3,Duke,79,Upset,1,Duke,3,1,79,78,1,1,3
1990,Sweet 16,1,Michigan State,80,4,Georgia Tech,81,Upset,1,Georgia Tech,4,1,81,80,1,1,4
2015,First Round,8,North Carolina State,66,9,LSU,65,Not Upset,0,North Carolina State,8,9,66,65,1,8,9
1989,Sweet 16,1,Arizona,67,4,UNLV,68,Upset,1,UNLV,4,1,68,67,1,1,4
2014,Final Four,2,Wisconsin,73,8,Kentucky,74,Upset,1,Kentucky,8,2,74,73,1,2,8
2001,First Round,2,Iowa State,57,15,Hampton,58,Upset,1,Hampton,15,2,58,57,1,2,15
2013,First Round,3,Marquette,59,14,Davidson,58,Not Upset,0,Marquette,3,14,59,58,1,3,14
2013,Play-In,16,North Carolina A&T,73,16,Liberty,72,Not Upset,0,North Carolina A&T,16,16,73,72,1,16,16
2015,First Round,3,Baylor,56,14,Georgia State,57,Upset,1,Georgia State,14,3,57,56,1,3,14
2015,First Round,3,Iowa State,59,14,Alabama-Birmingham,60,Upset,1,Alabama-Birmingham,14,3,60,59,1,3,14
2012,First Round,8,Creighton,58,9,Alabama,57,Not Upset,0,Creighton,8,9,58,57,1,8,9
2006,First Round,3,Iowa,63,14,Northwestern State,64,Upset,1,Northwestern State,14,3,64,63,1,3,14
2005,Sweet 16,3,Arizona,79,2,Oklahoma State,78,Upset,1,Arizona,3,2,79,78,1,2,3
2005,First Round,3,Kansas,63,14,Bucknell,64,Upset,1,Bucknell,14,3,64,63,1,3,14
2012,Play-In,16,Mississippi Valley State,58,16,Western Kentucky,59,Not Upset,0,Western Kentucky,16,16,59,58,1,16,16
1998,First Round,3,South Carolina,61,14,Richmond,62,Upset,1,Richmond,14,3,62,61,1,3,14
2012,Sweet 16,1,Syracuse,64,4,Wisconsin,63,Not Upset,0,Syracuse,1,4,64,63,1,1,4
2011,Final Four,4,Kentucky,55,3,Connecticut,56,Not Upset,0,Connecticut,3,4,56,55,1,3,4
1987,First Round,3,Illinois,67,14,Austin Peay,68,Upset,1,Austin Peay,14,3,68,67,1,3,14
2011,First Round,4,Louisville,61,13,Morehead State,62,Upset,1,Morehead State,13,4,62,61,1,4,13
2010,Elite Eight,5,Michigan State,70,6,Tennessee,69,Not Upset,0,Michigan State,5,6,70,69,1,5,6
2010,First Round,4,Vanderbilt,65,13,Murray St.,66,Upset,1,Murray St.,13,4,66,65,1,4,13
2008,First Round,4,Connecticut,69,13,San Diego,70,Upset,1,San Diego,13,4,70,69,1,4,13
1999,First Round,4,Arizona,60,13,Oklahoma,61,Upset,1,Oklahoma,13,4,61,60,1,4,13
1998,First Round,4,Mississippi,69,13,Valparaiso,70,Upset,1,Valparaiso,13,4,70,69,1,4,13
2009,First Round,6,Marquette,58,11,Utah State,57,Not Upset,0,Marquette,6,11,58,57,1,6,11
2009,First Round,6,UCLA,65,11,Virginia Commonwealth,64,Not Upset,0,UCLA,6,11,65,64,1,6,11
1987,First Round,4,Missouri,69,13,Xavier,70,Upset,1,Xavier,13,4,70,69,1,4,13
2008,First Round,2,Duke,71,15,Belmont,70,Not Upset,0,Duke,2,15,71,70,1,2,15
2008,Second Round,6,Marquette,81,3,Stanford,82,Not Upset,0,Stanford,3,6,82,81,1,3,6
2011,Second Round,5,Arizona,70,4,Texas,69,Upset,1,Arizona,5,4,70,69,1,4,5
2007,Sweet 16,1,Ohio State,85,5,Tennessee,84,Not Upset,0,Ohio State,1,5,85,84,1,1,5
2007,Sweet 16,3,Texas A&M,64,2,Memphis,65,Not Upset,0,Memphis,2,3,65,64,1,2,3
2007,Sweet 16,6,Vanderbilt,65,2,Georgetown,66,Not Upset,0,Georgetown,2,6,66,65,1,2,6
2006,Second Round,12,Texas A&M,57,4,LSU,58,Not Upset,0,LSU,4,12,58,57,1,4,12
2006,Sweet 16,1,Villanova,60,4,Boston College,59,Not Upset,0,Villanova,1,4,60,59,1,1,4
2003,First Round,5,Mississippi State,46,12,Butler,47,Upset,1,Butler,12,5,47,46,1,5,12
2002,First Round,5,Florida,82,12,Creighton,83,Upset,1,Creighton,12,5,83,82,1,5,12
2005,Elite Eight,1,Illinois,90,3,Arizona,89,Not Upset,0,Illinois,1,3,90,89,1,1,3
2001,First Round,5,Virginia,85,12,Gonzaga,86,Upset,1,Gonzaga,12,5,86,85,1,5,12
2005,Sweet 16,1,North Carolina,67,5,Villanova,66,Not Upset,0,North Carolina,1,5,67,66,1,1,5
2004,First Round,8,Alabama,65,9,Southern Illinois,64,Not Upset,0,Alabama,8,9,65,64,1,8,9
1990,First Round,5,Oregon State,53,12,Ball State,54,Upset,1,Ball State,12,5,54,53,1,5,12
2004,First Round,4,Wake Forest,79,13,Virginia Commonwealth,78,Not Upset,0,Wake Forest,4,13,79,78,1,4,13
2003,Second Round,1,Arizona,96,9,Gonzaga,95,Not Upset,0,Arizona,1,9,96,95,1,1,9
1987,Second Round,5,Notre Dame,58,4,TCU,57,Upset,1,Notre Dame,5,4,58,57,1,4,5
2017,First Round,6,Southern Methodist,65,11,Southern California,66,Upset,1,Southern California,11,6,66,65,1,6,11
2003,First Round,6,Missouri,72,11,Southern Illinois,71,Not Upset,0,Missouri,6,11,72,71,1,6,11
2003,First Round,5,Notre Dame,70,12,Milwaukee,69,Not Upset,0,Notre Dame,5,12,70,69,1,5,12
2015,First Round,6,Southern Methodist,59,11,UCLA,60,Upset,1,UCLA,11,6,60,59,1,6,11
2003,Sweet 16,3,Syracuse,79,10,Auburn,78,Not Upset,0,Syracuse,3,10,79,78,1,3,10
2003,Second Round,5,Wisconsin,61,13,Tulsa,60,Not Upset,0,Wisconsin,5,13,61,60,1,5,13
2014,First Round,6,Ohio State,59,11,Dayton,60,Upset,1,Dayton,11,6,60,59,1,6,11
